sample,total_count,population,count,percentage
sample00541,86769,nk_cell,16409,18.911131855847135
sample00541,86769,monocyte,18493,21.312911293203793
sample00542,104178,b_cell,10584,10.159534642630883
sample00542,104178,cd8_t_cell,28231,27.098811649292557
sample00542,104178,cd4_t_cell,31142,29.893067634241394
sample00542,104178,nk_cell,15510,14.887980187755572
sample00542,104178,monocyte,18711,17.960605886079595
sample00543,97856,b_cell,10105,10.326397972531066
sample00543,97856,cd8_t_cell,26845,27.43316710268149
sample00543,97856,cd4_t_cell,26528,27.10922171353826
sample00543,97856,nk_cell,10834,11.071370176586004
sample00543,97856,monocyte,23544,24.059843034663178
sample00544,97090,b_cell,8779,9.04212586260171
sample00544,97090,cd8_t_cell,26478,27.271603666700997
sample00544,97090,cd4_t_cell,28409,29.26047996704089
sample00544,97090,nk_cell,16068,16.549593160984653
sample00544,97090,monocyte,17356,17.876197342671748
sample00545,103635,b_cell,17635,17.016451970859265
sample00545,103635,cd8_t_cell,25319,24.430935494765283
sample00545,103635,cd4_t_cell,30465,29.396439426834565
sample00545,103635,nk_cell,10129,9.77372509287403
sample00545,103635,monocyte,20087,19.38244801466686
sample00546,99083,b_cell,11523,11.62964383395739
sample00546,99083,cd8_t_cell,24116,24.339190375745588
sample00546,99083,cd4_t_cell,34150,34.46605371254403
sample00546,99083,nk_cell,14759,14.895592583995237
sample00546,99083,monocyte,14535,14.66951949375776
sample00547,101173,b_cell,9509,9.398752631630968
sample00547,101173,cd8_t_cell,19912,19.681140225158885
sample00547,101173,cd4_t_cell,33570,33.18078934102972
sample00547,101173,nk_cell,11931,11.792671957933441
sample00547,101173,monocyte,26251,25.946645844246984
sample00548,95779,b_cell,4887,5.10237108343165
sample00548,95779,cd8_t_cell,24225,25.29260067446935
sample00548,95779,cd4_t_cell,37574,39.229893818060326
sample00548,95779,nk_cell,12983,13.555163449190324
sample00548,95779,monocyte,16110,16.81997097484835
sample00549,100015,b_cell,10411,10.409438584212369
sample00549,100015,cd8_t_cell,28292,28.28775683647453
sample00549,100015,cd4_t_cell,25099,25.095235714642804
sample00549,100015,nk_cell,17993,17.990301454781783
sample00549,100015,monocyte,18220,18.217267409888517
sample00550,97763,b_cell,9160,9.369597905137935
sample00550,97763,cd8_t_cell,24540,25.101521025336783
sample00550,97763,cd4_t_cell,34316,35.10121416077657
sample00550,97763,nk_cell,10341,10.57762139050561
sample00550,97763,monocyte,19406,19.8500455182431
sample00551,99825,b_cell,11385,11.40495867768595
sample00551,99825,cd8_t_cell,15656,15.683446030553469
sample00551,99825,cd4_t_cell,28946,28.996744302529425
sample00551,99825,nk_cell,21552,21.58978211870774
sample00551,99825,monocyte,22286,22.325068870523417
sample00552,96514,b_cell,8522,8.829807074621298
sample00552,96514,cd8_t_cell,23005,23.835920177383592
sample00552,96514,cd4_t_cell,35015,36.27971071554386
sample00552,96514,nk_cell,14878,15.415380152102285
sample00552,96514,monocyte,15094,15.639181880348964
sample00553,94299,b_cell,17161,18.198496272494936
sample00553,94299,cd8_t_cell,16494,17.49117169853339
sample00553,94299,cd4_t_cell,23604,25.031018356504312
sample00553,94299,nk_cell,17193,18.232430884738967
sample00553,94299,monocyte,19847,21.046882787728396
sample00554,107069,b_cell,6617,6.180126834097638
sample00554,107069,cd8_t_cell,28668,26.77525707721189
sample00554,107069,cd4_t_cell,40713,38.025011908208725
sample00554,107069,nk_cell,10591,9.891752047744912
sample00554,107069,monocyte,20480,19.127852132736834
sample00555,102840,b_cell,10822,10.523142746013225
sample00555,102840,cd8_t_cell,28122,27.345390898483082
sample00555,102840,cd4_t_cell,21371,20.780824581874757
sample00555,102840,nk_cell,17198,16.723064955270324
sample00555,102840,monocyte,25327,24.627576818358616
sample00556,104133,b_cell,5948,5.711926094513747
sample00556,104133,cd8_t_cell,27680,26.58139110560533
sample00556,104133,cd4_t_cell,31423,30.17583282917039
sample00556,104133,nk_cell,19635,18.855694160352627
sample00556,104133,monocyte,19447,18.675155810357907
sample00557,104558,b_cell,10701,10.234510989116089
sample00557,104558,cd8_t_cell,28840,27.582777023278947
sample00557,104558,cd4_t_cell,32733,31.306069358633486
sample00557,104558,nk_cell,15007,14.35279940320205
sample00557,104558,monocyte,17277,16.52384322576943
sample00558,104918,b_cell,9434,8.991784059932519
sample00558,104918,cd8_t_cell,21895,20.868678396462
sample00558,104918,cd4_t_cell,42121,40.14659067080959
sample00558,104918,nk_cell,11989,11.4270191959435
sample00558,104918,monocyte,19479,18.5659276768524
sample00559,106917,b_cell,9670,9.04439892626991
sample00559,106917,cd8_t_cell,26465,24.75284566532918
sample00559,106917,cd4_t_cell,32550,30.44417632369034
sample00559,106917,nk_cell,15880,14.85264270415369
sample00559,106917,monocyte,22352,20.90593638055688
sample00560,91448,b_cell,15285,16.714416936401015
sample00560,91448,cd8_t_cell,23730,25.949173300673607
sample00560,91448,cd4_t_cell,24632,26.935526200682354
sample00560,91448,nk_cell,11103,12.141326218178637
sample00560,91448,monocyte,16698,18.259557344064387
sample00561,97453,b_cell,14505,14.884097975434312
sample00561,97453,cd8_t_cell,27468,28.18589473900239
sample00561,97453,cd4_t_cell,28429,29.172011123310725
sample00561,97453,nk_cell,14087,14.455173263008835
sample00561,97453,monocyte,12964,13.302822899243738
sample00562,99194,b_cell,12052,12.149928423090106
sample00562,99194,cd8_t_cell,14887,15.007964191382543
sample00562,99194,cd4_t_cell,34411,34.690606286670565
sample00562,99194,nk_cell,14449,14.566405226122548
sample00562,99194,monocyte,23395,23.58509587273424
sample00563,102599,b_cell,10837,10.562481115800349
sample00563,102599,cd8_t_cell,26575,25.901811908498132
sample00563,102599,cd4_t_cell,25341,24.69907114104426
sample00563,102599,nk_cell,15029,14.648290919014805
sample00563,102599,monocyte,24817,24.188344915642453
sample00564,109932,b_cell,11853,10.782119855910926
sample00564,109932,cd8_t_cell,21319,19.392897427500635
sample00564,109932,cd4_t_cell,31389,28.55310555616199
sample00564,109932,nk_cell,20124,18.30586180547975
sample00564,109932,monocyte,25247,22.966015354946695
sample00565,99540,b_cell,10498,10.546513964235483
sample00565,99540,cd8_t_cell,22857,22.96262808921037
sample00565,99540,cd4_t_cell,40944,41.1332127787824
sample00565,99540,nk_cell,17199,17.27848101265823
sample00565,99540,monocyte,8042,8.079164155113522
sample00566,98928,b_cell,13525,13.671559113698851
sample00566,98928,cd8_t_cell,19529,19.7406194404011
sample00566,98928,cd4_t_cell,37729,38.13783761927867
sample00566,98928,nk_cell,11867,11.99559275432638
sample00566,98928,monocyte,16278,16.454391072295003
sample00567,90612,b_cell,10249,11.310863903235775
sample00567,90612,cd8_t_cell,27599,30.458438175959035
sample00567,90612,cd4_t_cell,24399,26.92689709972189
sample00567,90612,nk_cell,11980,13.221206904162804
sample00567,90612,monocyte,16385,18.082593916920498
sample00568,96983,b_cell,8650,8.919088912489817
sample00568,96983,cd8_t_cell,23862,24.60431209593434
sample00568,96983,cd4_t_cell,24758,25.52818535207201
sample00568,96983,nk_cell,16971,17.498943113741582
sample00568,96983,monocyte,22742,23.449470525762248
sample00569,90438,b_cell,11000,12.163028815320994
sample00569,90438,cd8_t_cell,19062,21.07742320705898
sample00569,90438,cd4_t_cell,26165,28.931422632079435
sample00569,90438,nk_cell,15887,17.56673079900042
sample00569,90438,monocyte,18324,20.26139454654017
sample00570,107229,b_cell,17571,16.386425314047507
sample00570,107229,cd8_t_cell,23459,21.87747717501795
sample00570,107229,cd4_t_cell,34858,32.50799690382266
sample00570,107229,nk_cell,16209,15.116246537783622
sample00570,107229,monocyte,15132,14.11185406932826
sample00571,94656,b_cell,7034,7.431118999323868
sample00571,94656,cd8_t_cell,14642,15.468644354293442
sample00571,94656,cd4_t_cell,26462,27.955966869506423
sample00571,94656,nk_cell,23613,24.94612068965517
sample00571,94656,monocyte,22905,24.198149087221097
sample00572,96102,b_cell,10203,10.616844602609728
sample00572,96102,cd8_t_cell,22561,23.476098312209945
sample00572,96102,cd4_t_cell,32426,33.74123327298079
sample00572,96102,nk_cell,14229,14.806143472560404
sample00572,96102,monocyte,16683,17.359680339639134
sample00573,98544,b_cell,9195,9.330857282026303
sample00573,98544,cd8_t_cell,22285,22.614263679168698
sample00573,98544,cd4_t_cell,33739,34.237497970449745
sample00573,98544,nk_cell,10680,10.837798343886995
sample00573,98544,monocyte,22645,22.97958272446826
sample00574,109293,b_cell,8249,7.547601401736617
sample00574,109293,cd8_t_cell,28146,25.752792951058165
sample00574,109293,cd4_t_cell,34229,31.318565690391882
sample00574,109293,nk_cell,16498,15.095202803473233
sample00574,109293,monocyte,22171,20.285837153340104
sample00575,98367,b_cell,8446,8.58621285593746
sample00575,98367,cd8_t_cell,28918,29.398070491119988
sample00575,98367,cd4_t_cell,29998,30.49599967468765
sample00575,98367,nk_cell,12758,12.96979678144093
sample00575,98367,monocyte,18247,18.54992019681397
sample00576,104524,b_cell,11393,10.899889020703379
sample00576,104524,cd8_t_cell,33813,32.3495082469098
sample00576,104524,cd4_t_cell,26716,25.55968007347595
sample00576,104524,nk_cell,12937,12.377061727450155
sample00576,104524,monocyte,19665,18.813860931460717
sample00577,96755,b_cell,12887,13.31920830964808
sample00577,96755,cd8_t_cell,27179,28.090537956694746
sample00577,96755,cd4_t_cell,25469,26.32318743217405
sample00577,96755,nk_cell,13572,14.027182057774793
sample00577,96755,monocyte,17648,18.239884243708335
sample00578,107817,b_cell,7435,6.895944053349657
sample00578,107817,cd8_t_cell,24249,22.490887336876373
sample00578,107817,cd4_t_cell,30848,28.61144346438873
sample00578,107817,nk_cell,16904,15.678418060231689
sample00578,107817,monocyte,28381,26.323307085153548
sample00579,109988,b_cell,8695,7.905407862675928
sample00579,109988,cd8_t_cell,25746,23.40800814634324
sample00579,109988,cd4_t_cell,34934,31.761646725097282
sample00579,109988,nk_cell,15762,14.330654253191257
sample00579,109988,monocyte,24851,22.594283012692294
sample00580,104171,b_cell,8141,7.815034894548387
sample00580,104171,cd8_t_cell,31690,30.4211344808056
sample00580,104171,cd4_t_cell,27201,26.111873746052165
sample00580,104171,nk_cell,12979,12.459321692217603
sample00580,104171,monocyte,24160,23.192635186376247
sample00581,109181,b_cell,13723,12.569036737161227
sample00581,109181,cd8_t_cell,21398,19.598648116430514
sample00581,109181,cd4_t_cell,42088,38.54883175644114
sample00581,109181,nk_cell,14113,12.926241745358624
sample00581,109181,monocyte,17859,16.357241644608493
sample00582,96195,b_cell,6757,7.024273610894537
sample00582,96195,cd8_t_cell,17637,18.33463277717137
sample00582,96195,cd4_t_cell,31266,32.50272883205988
sample00582,96195,nk_cell,20424,21.231872758459378
sample00582,96195,monocyte,20111,20.906492021414834
sample00583,105715,b_cell,9226,8.727238329470747
sample00583,105715,cd8_t_cell,23040,21.794447334815306
sample00583,105715,cd4_t_cell,37938,35.88705481719718
sample00583,105715,nk_cell,13511,12.78058932034243
sample00583,105715,monocyte,22000,20.810670198174336
sample00584,93520,b_cell,5857,6.262831479897348
sample00584,93520,cd8_t_cell,25108,26.847733105218136
sample00584,93520,cd4_t_cell,32500,34.7519247219846
sample00584,93520,nk_cell,15966,17.07228400342173
sample00584,93520,monocyte,14089,15.065226689478186
sample00585,95591,b_cell,7359,7.698423491751315
sample00585,95591,cd8_t_cell,29864,31.24143486311473
sample00585,95591,cd4_t_cell,32609,34.11304411503175
sample00585,95591,nk_cell,12169,12.730277955037607
sample00585,95591,monocyte,13590,14.216819575064598
sample00586,97970,b_cell,13164,13.436766357048075
sample00586,97970,cd8_t_cell,24615,25.125038277023577
sample00586,97970,cd4_t_cell,30068,30.691027865673167
sample00586,97970,nk_cell,8215,8.385219965295498
sample00586,97970,monocyte,21908,22.361947534959683
sample00587,104607,b_cell,6919,6.61428011509746
sample00587,104607,cd8_t_cell,29973,28.65295821503341
sample00587,104607,cd4_t_cell,30706,29.353676140220063
sample00587,104607,nk_cell,14898,14.241876738650378
sample00587,104607,monocyte,22111,21.13720879099869
sample00588,96138,b_cell,7331,7.6254966818531695
sample00588,96138,cd8_t_cell,26366,27.425159666313007
sample00588,96138,cd4_t_cell,25098,26.106222305435935
sample00588,96138,nk_cell,17426,18.126027169277496
sample00588,96138,monocyte,19917,20.71709417712039
sample00589,89545,b_cell,8829,9.859847004299514
sample00589,89545,cd8_t_cell,24983,27.899938578368417
sample00589,89545,cd4_t_cell,21190,23.664079513093974
sample00589,89545,nk_cell,14537,16.23429560556145
sample00589,89545,monocyte,20006,22.341839298676643
sample00590,90170,b_cell,13074,14.499279139403349
sample00590,90170,cd8_t_cell,18007,19.97005655983143
sample00590,90170,cd4_t_cell,27114,30.069868027059997
sample00590,90170,nk_cell,14173,15.718088055894421
sample00590,90170,monocyte,17802,19.7427082178108
sample00591,97768,b_cell,12431,12.714794206693396
sample00591,97768,cd8_t_cell,25164,25.73848293920301
sample00591,97768,cd4_t_cell,26247,26.84620734800753
sample00591,97768,nk_cell,14949,15.290279027902791
sample00591,97768,monocyte,18977,19.410236478193273
sample00592,96275,b_cell,14861,15.43599065177876
sample00592,96275,cd8_t_cell,24853,25.814593612048817
sample00592,96275,cd4_t_cell,28451,29.551804726045184
sample00592,96275,nk_cell,13658,14.186445079200208
sample00592,96275,monocyte,14452,15.011165930927032
sample00593,107174,b_cell,17160,16.011346035419038
sample00593,107174,cd8_t_cell,30736,28.678597421016292
sample00593,107174,cd4_t_cell,28194,26.306753503648274
sample00593,107174,nk_cell,11819,11.027861235001026
sample00593,107174,monocyte,19265,17.97544180491537
sample00594,105654,b_cell,4228,4.001741533685426
sample00594,105654,cd8_t_cell,29581,27.997993450318965
sample00594,105654,cd4_t_cell,36043,34.11418403467923
sample00594,105654,nk_cell,13995,13.246067351922312
sample00594,105654,monocyte,21807,20.64001362939406
sample00595,94159,b_cell,8502,9.02940770399006
sample00595,94159,cd8_t_cell,16834,17.87826973523508
sample00595,94159,cd4_t_cell,30415,32.30174492082541
sample00595,94159,nk_cell,15622,16.591085291899873
sample00595,94159,monocyte,22786,24.199492348049574
sample00596,103527,b_cell,5521,5.332908323432535
sample00596,103527,cd8_t_cell,26307,25.410762409806136
sample00596,103527,cd4_t_cell,31170,30.108087745225884
sample00596,103527,nk_cell,15632,15.099442657470998
sample00596,103527,monocyte,24897,24.048798864064448
sample00597,100308,b_cell,8262,8.236631175977989
sample00597,100308,cd8_t_cell,24219,24.144634525660965
sample00597,100308,cd4_t_cell,27716,27.630896837739762
sample00597,100308,nk_cell,13096,13.055788172428919
sample00597,100308,monocyte,27015,26.932049288192367
sample00598,103750,b_cell,10416,10.039518072289157
sample00598,103750,cd8_t_cell,23955,23.089156626506025
sample00598,103750,cd4_t_cell,31297,30.16578313253012
sample00598,103750,nk_cell,12216,11.774457831325302
sample00598,103750,monocyte,25866,24.931084337349397
sample00599,96210,b_cell,6486,6.741502962270034
sample00599,96210,cd8_t_cell,18093,18.80573744932959
sample00599,96210,cd4_t_cell,32123,33.38842116204137
sample00599,96210,nk_cell,14381,14.947510653778194
sample00599,96210,monocyte,25127,26.116827772580812
sample00600,100392,b_cell,13439,13.386524822695035
sample00600,100392,cd8_t_cell,26792,26.687385449039763
sample00600,100392,cd4_t_cell,27610,27.50219140967408
sample00600,100392,nk_cell,15925,15.862817754402741
sample00600,100392,monocyte,16626,16.56108056418838
sample00601,90985,b_cell,11004,12.094301258449194
sample00601,90985,cd8_t_cell,25487,28.012309721382646
sample00601,90985,cd4_t_cell,25251,27.752926306534043
sample00601,90985,nk_cell,14222,15.631147991427158
sample00601,90985,monocyte,15021,16.50931472220696
sample00602,102526,b_cell,8798,8.581237929890955
sample00602,102526,cd8_t_cell,27047,26.380625402336968
sample00602,102526,cd4_t_cell,27994,27.304293545051987
sample00602,102526,nk_cell,16901,16.4845990285391
sample00602,102526,monocyte,21786,21.249244094180987
sample00603,105149,b_cell,10184,9.685303711875529
sample00603,105149,cd8_t_cell,25412,24.1676097727986
sample00603,105149,cd4_t_cell,35188,33.46489267610724
sample00603,105149,nk_cell,17419,16.566015844183017
sample00603,105149,monocyte,16946,16.116177995035617
sample00604,101247,b_cell,10481,10.351911661580097
sample00604,101247,cd8_t_cell,27791,27.44871452981323
sample00604,101247,cd4_t_cell,33831,33.41432338735962
sample00604,101247,nk_cell,13883,13.712011220085534
sample00604,101247,monocyte,15261,15.073039201161516
sample00605,103851,b_cell,8970,8.637374700291764
sample00605,103851,cd8_t_cell,18459,17.774503856486696
sample00605,103851,cd4_t_cell,31271,30.111409615699415
sample00605,103851,nk_cell,19647,18.918450472311292
sample00605,103851,monocyte,25504,24.55826135521083
sample00606,96376,b_cell,8007,8.30808500041504
sample00606,96376,cd8_t_cell,21203,22.00029052876235
sample00606,96376,cd4_t_cell,27706,28.747821034282396
sample00606,96376,nk_cell,20536,21.30820951274176
sample00606,96376,monocyte,18924,19.635593923798456
sample00607,92742,b_cell,9056,9.76472364193138
sample00607,92742,cd8_t_cell,17247,18.596752280520153
sample00607,92742,cd4_t_cell,26863,28.965301589355416
sample00607,92742,nk_cell,12284,13.245347307584481
sample00607,92742,monocyte,27292,29.42787518060857
sample00608,104911,b_cell,21038,20.05318794025412
sample00608,104911,cd8_t_cell,33477,31.909904585791768
sample00608,104911,cd4_t_cell,26358,25.12415285337095
sample00608,104911,nk_cell,10986,10.471733183364947
sample00608,104911,monocyte,13052,12.441021437218213
sample00609,91162,b_cell,8823,9.678374761413746
sample00609,91162,cd8_t_cell,24668,27.059520414207675
sample00609,91162,cd4_t_cell,22743,24.947894956231764
sample00609,91162,nk_cell,13428,14.729821636208069
sample00609,91162,monocyte,21500,23.584388231938746
sample00610,106876,b_cell,13248,12.395673490774355
sample00610,106876,cd8_t_cell,30832,28.84838504435046
sample00610,106876,cd4_t_cell,27130,25.384557805307086
sample00610,106876,nk_cell,16374,15.32055840413189
sample00610,106876,monocyte,19292,18.050825255436205
sample00611,91548,b_cell,9143,9.987110586795998
sample00611,91548,cd8_t_cell,22996,25.11906322366409
sample00611,91548,cd4_t_cell,26600,29.055795866649188
sample00611,91548,nk_cell,14641,15.992703281338752
sample00611,91548,monocyte,18168,19.845327041551972
sample00612,92642,b_cell,10422,11.249757129595647
sample00612,92642,cd8_t_cell,22265,24.033375790678093
sample00612,92642,cd4_t_cell,27955,30.17529846074135
sample00612,92642,nk_cell,15571,16.807711405194187
sample00612,92642,monocyte,16429,17.73385721379072
sample00613,108460,b_cell,6418,5.9173888991333214
sample00613,108460,cd8_t_cell,28741,26.49917020099576
sample00613,108460,cd4_t_cell,31018,28.598561681725982
sample00613,108460,nk_cell,14141,13.037986354416375
sample00613,108460,monocyte,28142,25.946892863728564
sample00614,99841,b_cell,11374,11.392113460402038
sample00614,99841,cd8_t_cell,26763,26.805620937290293
sample00614,99841,cd4_t_cell,31646,31.696397271661944
sample00614,99841,nk_cell,13174,13.194980018228984
sample00614,99841,monocyte,16884,16.91088831241674
sample00615,99443,b_cell,9374,9.426505636394719
sample00615,99443,cd8_t_cell,18545,18.64887422945808
sample00615,99443,cd4_t_cell,31595,31.771969872188087
sample00615,99443,nk_cell,15541,15.628048228633489
sample00615,99443,monocyte,24388,24.524602033325625
sample00616,106797,b_cell,11333,10.611721303032857
sample00616,106797,cd8_t_cell,24762,23.186044551813254
sample00616,106797,cd4_t_cell,37572,35.180763504592825
sample00616,106797,nk_cell,12291,11.50875024579342
sample00616,106797,monocyte,20839,19.512720394767644
sample00617,103606,b_cell,8827,8.519776846900758
sample00617,103606,cd8_t_cell,29368,28.345848696021466
sample00617,103606,cd4_t_cell,25677,24.783313707700326
sample00617,103606,nk_cell,17144,16.547304210180876
sample00617,103606,monocyte,22590,21.80375653919657
sample00618,103040,b_cell,11653,11.309200310559007
sample00618,103040,cd8_t_cell,22326,21.667313664596275
sample00618,103040,cd4_t_cell,44377,43.067740683229815
sample00618,103040,nk_cell,9251,8.978066770186336
sample00618,103040,monocyte,15433,14.977678571428571
sample00619,106259,b_cell,6917,6.509566248506009
sample00619,106259,cd8_t_cell,18625,17.527927046179617
sample00619,106259,cd4_t_cell,30486,28.690275647239293
sample00619,106259,nk_cell,24490,23.04745950931215
sample00619,106259,monocyte,25741,24.224771548762927
sample00620,100720,b_cell,12179,12.091938046068309
sample00620,100720,cd8_t_cell,16124,16.008737092930897
sample00620,100720,cd4_t_cell,37909,37.638006354249406
sample00620,100720,nk_cell,9719,9.649523431294678
sample00620,100720,monocyte,24789,24.611795075456712
sample00621,101259,b_cell,10202,10.075153813488184
sample00621,101259,cd8_t_cell,22492,22.21234655684927
sample00621,101259,cd4_t_cell,32090,31.691010181811
sample00621,101259,nk_cell,23411,23.119920204623785
sample00621,101259,monocyte,13064,12.901569243227762
sample00622,102226,b_cell,11675,11.420773580106822
sample00622,102226,cd8_t_cell,35571,34.79643143622953
sample00622,102226,cd4_t_cell,17559,17.176647819537106
sample00622,102226,nk_cell,17827,17.438812043902725
sample00622,102226,monocyte,19594,19.167335120223818
sample00623,100146,b_cell,7292,7.281369200966589
sample00623,100146,cd8_t_cell,28875,28.832903960218083
sample00623,100146,cd4_t_cell,27307,27.267189902741997
sample00623,100146,nk_cell,16386,16.362111317476483
sample00623,100146,monocyte,20286,20.25642561859685
sample00624,102890,b_cell,11714,11.384974244338615
sample00624,102890,cd8_t_cell,28232,27.43901253766158
sample00624,102890,cd4_t_cell,35858,34.8508115463116
sample00624,102890,nk_cell,13010,12.644571872873943
sample00624,102890,monocyte,14076,13.680629798814268
sample00625,95251,b_cell,10852,11.39305624087936
sample00625,95251,cd8_t_cell,28112,29.51360090707709
sample00625,95251,cd4_t_cell,24059,25.25852746952788
sample00625,95251,nk_cell,12948,13.593558072881125
sample00625,95251,monocyte,19280,20.241257309634545
sample00626,109633,b_cell,7896,7.202211013107367
sample00626,109633,cd8_t_cell,27700,25.26611512956865
sample00626,109633,cd4_t_cell,42872,39.105014001258745
sample00626,109633,nk_cell,10168,9.274579734204117
sample00626,109633,monocyte,20997,19.15208012186112
sample00627,93635,b_cell,9536,10.184225983873551
sample00627,93635,cd8_t_cell,25409,27.136220430394616
sample00627,93635,cd4_t_cell,28827,30.786564852886208
sample00627,93635,nk_cell,13114,14.005446681262349
sample00627,93635,monocyte,16749,17.887542051583274
sample00628,95360,b_cell,5937,6.225880872483222
sample00628,95360,cd8_t_cell,24245,25.424706375838927
sample00628,95360,cd4_t_cell,31446,32.976090604026844
sample00628,95360,nk_cell,18133,19.015310402684563
sample00628,95360,monocyte,15599,16.358011744966444
sample00629,103461,b_cell,4377,4.230579638704439
sample00629,103461,cd8_t_cell,22026,21.289181430684025
sample00629,103461,cd4_t_cell,35518,34.32984409584288
sample00629,103461,nk_cell,14439,13.955983414040073
sample00629,103461,monocyte,27101,26.194411420728585
sample00630,98871,b_cell,4944,5.000455138513821
sample00630,98871,cd8_t_cell,23647,23.917023191835828
sample00630,98871,cd4_t_cell,34584,34.97891191552629
sample00630,98871,nk_cell,22031,22.282570217758494
sample00630,98871,monocyte,13665,13.821039536365568
sample00631,98726,b_cell,8361,8.468893705812045
sample00631,98726,cd8_t_cell,26440,26.78119239106213
sample00631,98726,cd4_t_cell,30939,31.338249296031442
sample00631,98726,nk_cell,12909,13.0755829264834
sample00631,98726,monocyte,20077,20.336081680610985
sample00632,92195,b_cell,11420,12.38678887141385
sample00632,92195,cd8_t_cell,22798,24.728022127013396
sample00632,92195,cd4_t_cell,39709,43.07066543738814
sample00632,92195,nk_cell,7667,8.316069201149737
sample00632,92195,monocyte,10601,11.498454363034872
sample00633,108161,b_cell,12096,11.18332855650373
sample00633,108161,cd8_t_cell,29007,26.81835412024667
sample00633,108161,cd4_t_cell,29520,27.29264707241982
sample00633,108161,nk_cell,14269,13.192370632667966
sample00633,108161,monocyte,23269,21.513299618161813
sample00634,95906,b_cell,10613,11.066043834588035
sample00634,95906,cd8_t_cell,30608,31.914583029216107
sample00634,95906,cd4_t_cell,25939,27.04627447709215
sample00634,95906,nk_cell,13671,14.254582612141055
sample00634,95906,monocyte,15075,15.718516046962652
sample00635,99030,b_cell,10301,10.401898414621831
sample00635,99030,cd8_t_cell,26801,27.063516106230434
sample00635,99030,cd4_t_cell,33048,33.37170554377462
sample00635,99030,nk_cell,8986,9.074017974351207
sample00635,99030,monocyte,19894,20.088861961021912
sample00636,98229,b_cell,13526,13.76986429669446
sample00636,98229,cd8_t_cell,27907,28.410143643934074
sample00636,98229,cd4_t_cell,20999,21.377597247248776
sample00636,98229,nk_cell,14726,14.991499455354326
sample00636,98229,monocyte,21071,21.450895356768367
sample00637,106009,b_cell,9427,8.892641190842287
sample00637,106009,cd8_t_cell,24211,22.838626909036027
sample00637,106009,cd4_t_cell,32979,31.1096227678782
sample00637,106009,nk_cell,19471,18.367308436076183
sample00637,106009,monocyte,19921,18.791800696167307
sample00638,89118,b_cell,9533,10.697053345003255
sample00638,89118,cd8_t_cell,24699,27.7149397428129
sample00638,89118,cd4_t_cell,26539,29.779618034516034
sample00638,89118,nk_cell,12231,13.7245001009897
sample00638,89118,monocyte,16116,18.083888776678112
sample00639,102419,b_cell,11413,11.14344018199748
sample00639,102419,cd8_t_cell,25922,25.309756978685595
sample00639,102419,cd4_t_cell,30509,29.788418164598365
sample00639,102419,nk_cell,11549,11.276228043624718
sample00639,102419,monocyte,23026,22.48215663109384
sample00640,93280,b_cell,9954,10.671097770154374
sample00640,93280,cd8_t_cell,19864,21.295025728987994
sample00640,93280,cd4_t_cell,35018,37.54073756432247
sample00640,93280,nk_cell,9526,10.212264150943396
sample00640,93280,monocyte,18918,20.280874785591767
sample00641,102643,b_cell,9515,9.269994057071598
sample00641,102643,cd8_t_cell,31945,31.122434067593503
sample00641,102643,cd4_t_cell,29355,28.599125122999133
sample00641,102643,nk_cell,7394,7.203608624065938
sample00641,102643,monocyte,24434,23.80483812826983
sample00642,103689,b_cell,7312,7.051856995438282
sample00642,103689,cd8_t_cell,26276,25.341164443672906
sample00642,103689,cd4_t_cell,30910,29.81029810298103
sample00642,103689,nk_cell,19890,19.18236264213176
sample00642,103689,monocyte,19301,18.614317815776023
sample00643,110548,b_cell,9200,8.322176791981764
sample00643,110548,cd8_t_cell,34297,31.024532329847666
sample00643,110548,cd4_t_cell,36085,32.64192929768065
sample00643,110548,nk_cell,10134,9.167058653254696
sample00643,110548,monocyte,20832,18.84430292723523
sample00644,92989,b_cell,14305,15.383539988600802
sample00644,92989,cd8_t_cell,23026,24.76206863177365
sample00644,92989,cd4_t_cell,32329,34.766477755433435
sample00644,92989,nk_cell,7638,8.213874759380142
sample00644,92989,monocyte,15691,16.87403886481197
sample00645,103657,b_cell,15316,14.77565432146406
sample00645,103657,cd8_t_cell,30845,29.75679404188815
sample00645,103657,cd4_t_cell,22509,21.7148865971425
sample00645,103657,nk_cell,14392,13.884252872454345
sample00645,103657,monocyte,20595,19.86841216705095
sample00646,102265,b_cell,6915,6.7618442282305775
sample00646,102265,cd8_t_cell,34019,33.26553561824671
sample00646,102265,cd4_t_cell,32780,32.053977411626654
sample00646,102265,nk_cell,12644,12.363956387815968
sample00646,102265,monocyte,15907,15.554686354080086
sample00647,106374,b_cell,9866,9.274822795043901
sample00647,106374,cd8_t_cell,20973,19.71628405437419
sample00647,106374,cd4_t_cell,31733,29.831537781788782
sample00647,106374,nk_cell,24512,23.043224848177186
sample00647,106374,monocyte,19290,18.13413052061594
sample00648,107242,b_cell,7774,7.249025568340762
sample00648,107242,cd8_t_cell,26723,24.918408832360456
sample00648,107242,cd4_t_cell,29694,27.688778650155722
sample00648,107242,nk_cell,21294,19.856026556759478
sample00648,107242,monocyte,21757,20.287760392383582
sample00649,105415,b_cell,12616,11.967936251956553
sample00649,105415,cd8_t_cell,29496,27.980837641701847
sample00649,105415,cd4_t_cell,21070,19.987667789214058
sample00649,105415,nk_cell,17216,16.33164160698193
sample00649,105415,monocyte,25017,23.731916710145615
